id,datum,jahr,ort,vortragstitel,anlass,ga,zyklus
19130920,20.09.1913,1913,Dornach,Worte der Grundsteinlegung des ersten Goetheanum und anschliessende Ansprache,Grundsteinlegung des Dornacher Baues,"245,268",
19130922a,22.09.1913,1913,Basel,Wortbeiträge Rudolf Steiners zur 3. Generalversammlung des Johannesbau-Vereins und der 1. ordentlichen Generalversammlung des Johannesbauvereins Dornach,"3. ordentliche Generalversammlung des Johannesbau-Vereins, zugleich erste ordentliche Generalversammlung des Johannesbau-Vereins (Dornach)",252,
19130922b,22.09.1913,1913,Basel,Ansprache Rudolf Steiners zur 3. Generalversammlung des Johannesbau-Vereins,"3. ordentliche Generalversammlung des Johannesbau-Vereins, zugleich erste ordentliche Generalversammlung des Johannesbau-Vereins (Dornach)",252,
19131001,01.10.1913,1913,Kristiania (Oslo),Vortrag 1,,148,38
19131002,02.10.1913,1913,Kristiania (Oslo),Vortrag 2,,148,38
19131003,03.10.1913,1913,Kristiania (Oslo),Vortrag 3,,148,38
19131004,04.10.1913,1913,Kristiania (Oslo),Die Rätsel des Todes,,69d,
19131005a,05.10.1913,1913,Kristiania (Oslo),,Esoterische Stunde,266/3,
19131005b,05.10.1913,1913,Kristiania (Oslo),Vortrag 4,,148,38
19131006a,06.10.1913,1913,Kristiania (Oslo),,Esoterische Stunde,266/3,
19131006b,06.10.1913,1913,Kristiania (Oslo),Vortrag 5,,148,38
19131009,09.10.1913,1913,Bergen,Die Rätsel des Lebens,,85,
19131010,10.10.1913,1913,Bergen,Schilderungen aus der geistigen Welt. Die lebendige Wechselwirkung zwischen Lebenden und Toten,,140,
19131011a,11.10.1913,1913,Bergen,,Esoterische Stunde,266/3,
19131011b,11.10.1913,1913,Bergen,Schilderung aus der geistigen Welt,,140,
19131014,14.10.1913,1913,Kopenhagen,Der Weg des Christus durch die Jahrhunderte,,152,
19131015a,15.10.1913,1913,Kopenhagen,,Esoterische Stunde,266/3,
19131015b,15.10.1913,1913,Kopenhagen,Die Rätsel des Lebens,,69d,
19131021,21.10.1913,1913,Berlin,Das Wirken des Christusimpulses in Vergangenheit und Gegenwart,,148,
19131030,30.10.1913,1913,Berlin,Die geistige Welt und die Geisteswissenschaft. Ausblicke in die Ziele der Gegenwart,,63,
19131104,04.11.1913,1913,Berlin,Vortrag 6,,148,
19131106,06.11.1913,1913,Berlin,Theosophie und Antisophie,,63,
19131108,08.11.1913,1913,Nürnberg,Die Geisteswissenschaft und die geistigen Ziele unserer Zeit,,69e,
19131109,09.11.1913,1913,Nürnberg,,Esoterische Stunde,266/3,
19131110a,10.11.1913,1913,Nürnberg,Theosophie und Antisophie,,69e,
19131110b,10.11.1913,1913,Nürnberg,,Esoterische Stunde,266/3,
19131115,15.11.1913,1913,Hamburg,Von Jesus zu Christus,,69c,
19131116,16.11.1913,1913,Hamburg,Das fünfte Evangelium,,148,
19131117,17.11.1913,1913,Berlin,,Esoterische Stunde,266/3,
19131118,18.11.1913,1913,Berlin,Vortrag 7,,148,
19131120,20.11.1913,1913,Berlin,Geisteswissenschaft und religiöses Bekenntnis,,63,
19131122,22.11.1913,1913,Stuttgart,Das fünfte Evangelium,,148,
19131123a,23.11.1913,1913,Stuttgart,,Esoterische Stunde,266/3,
19131123b,23.11.1913,1913,Stuttgart,Das fünfte Evangelium,,148,
19131124,24.11.1913,1913,Stuttgart,Über Christian Morgenstern,Matinee. vor der Rezitation seiner Gedichte,281,
19131127,27.11.1913,1913,Berlin,Vom Tode,,"63,324a",
19131201,01.12.1913,1913,Basel,Die Geisteswissenschaft und die geistigen Ziele unserer Zeit,,69e,
19131204,04.12.1913,1913,Berlin,Der Sinn der Unsterblichkeit der Menschenseele,,63,
19131207,07.12.1913,1913,München,Geisteswissenschaft und die geistige Welt. Ausblicke in die Ziele unserer Zeit.,,69e,
19131208,08.12.1913,1913,München,Das fünfte Evangelium,,148,
19131209a,09.12.1913,1913,München,Theosophie und Antisophie,,69e,
19131209b,09.12.1913,1913,München,,Esoterische Stunde,266/3,
19131210,10.12.1913,1913,München,Das fünfte Evangelium,,148,
19131217,17.12.1913,1913,Köln,Das Mysterium von Golgatha,,148,
19131218a,18.12.1913,1913,Köln,Das Mysterium von Golgatha,,148,
19131218b,18.12.1913,1913,Köln,,Esoterische Stunde,266/3,
19131221,21.12.1913,1913,Bochum,Erdenwinter und Sonnen-Geistessieg,Einweihung des Vidar-Zweiges. Weihnachtsfeier,"150,268",
19131223,23.12.1913,1913,Berlin,Mittelalterliche Weihnachtsspiele. Das Mysterium von Golgatha. Kindeskraft und Ewigkeitskraft. Eine Weihnachtsgabe,,150,
19131228,28.12.1913,1913,Leipzig,Vortrag 1,,149,31
19131229,29.12.1913,1913,Leipzig,Vortrag 2,,149,31
19131230a,30.12.1913,1913,Leipzig,Vortrag 3,,149,31
19131230b,30.12.1913,1913,Leipzig,,Esoterische Stunde,266/3,
19131231a,31.12.1913,1913,Leipzig,Die Dichtungen Christian Morgensterns. Anthroposophie und Kunst,Matinee,281,
19131231b,31.12.1913,1913,Leipzig,Vortrag 4,,149,31
19140101,01.01.1914,1914,Leipzig,Vortrag 5,,149,31
19140102a,02.01.1914,1914,Leipzig,Vortrag 6,,149,31
19140102b,02.01.1914,1914,Leipzig,,Esoterische Stunde,266/3,
19140103,03.01.1914,1914,Leipzig,Die Geisteswissenschaft und die geistige Welt. Ausblicke in die Ziele unserer Zeit,,69e,
19140104,04.01.1914,1914,Leipzig,Theosophie als Lebensgut,,69e,
19140106,06.01.1914,1914,Berlin,Vortrag 8,,148,
19140108,08.01.1914,1914,Berlin,Michelangelo und seine Zeit vom Gesichtspunkte der Geisteswissenschaft,,63,
19140110,10.01.1914,1914,Bremen,Christus im 20. Jahrhundert,,69c,
19140111,11.01.1914,1914,Bremen,,Esoterische Stunde,266/3,
19140113,13.01.1914,1914,Berlin,Vortrag 9,,148,
19140115,15.01.1914,1914,Berlin,Das Böse im Lichte der Erkenntnis vom Geiste,,63,
19140118a,18.01.1914,1914,Berlin,Gedenkworte für Verstorbene,Zweite Generalversammlung der Anthroposophischen Gesellschaft Begrüßung,261,
19140118b,18.01.1914,1914,Berlin,Über eine Broschüre von E. Boldt,Bemerkungen zur Diskussion (Über eine Broschüre von E. Boldt),,
19140119a,19.01.1914,1914,Berlin,Weiteres über die Broschüre von E. Boldt,Bemerkungen zur Diskussion (Weiteres über die Broschüre von E. Boldt),,
19140119b,19.01.1914,1914,Berlin,Ausführungen über die Anthroposophen-Kolonie in Dornach,Versammlung des Johannesbau-Vereins Ausführungen über die Anthroposophen-Kolonie in Dornach,252,
19140120a,20.01.1914,1914,Berlin,Pseudowissenschaft der Gegenwart,,,
19140120b,20.01.1914,1914,Berlin,Erster Vortrag,2. Generalversammlung der anthropsophischen Gesellschaft,151,33
19140121a,21.01.1914,1914,Berlin,Zweiter Vortrag,2. Generalversammlung der anthropsophischen Gesellschaft,151,33
19140121b,21.01.1914,1914,Berlin,,Einleitende Worte zu eurythmischen Darbietungen,277a,
19140121c,21.01.1914,1914,Berlin,Einige Ausführungen über Embryologie im Zusammenhang mit einer Gemäldeausstellung von Frau Peterson,,,
19140122,22.01.1914,1914,Berlin,Dritter Vortrag,2. Generalversammlung der anthropsophischen Gesellschaft,151,33
19140123a,23.01.1914,1914,Berlin,Gesichtspunkte zur baulichen Gestaltung der Anthroposophenkolonie in Dornach,Vortrag während der zweiten Versammnlung der Anthroposophischen Gesellschaft,286,
19140123b,23.01.1914,1914,Berlin,Schlusswort nach Vortrag von Dr. Max Herrmann,Vortrag von Dr. Max Herrmann,252,
19140123c,23.01.1914,1914,Berlin,Vierter Vortrag,2. Generalversammlung der anthropsophischen Gesellschaft,151,33
19140124a,24.01.1914,1914,Berlin,,Esoterische Stunde,266/3,
19140124b,24.01.1914,1914,Berlin,Schlusswort zur Generalversammlung,2. Generalversammlung der anthropsophischen Gesellschaft,,
19140127,27.01.1914,1914,Basel,Theosophie und Antisophie,,69e,
19140207a,07.02.1914,1914,Hannover,Das fünfte Evangelium. Der Dornacher Bau,,,
19140207b,07.02.1914,1914,Hannover,,Esoterische Stunde,266/3,
19140208,08.02.1914,1914,Pforzheim,Christus im zwanzigsten Jahrhundert,,69c,
19140210,10.02.1914,1914,Berlin,Vortrag 10,,148,
19140212,12.02.1914,1914,Berlin,Die sittliche Grundlage des Menschenlebens,,63,
19140226,26.02.1914,1914,Berlin,Voltaire vom Gesichtspunkte der Geisteswissenschaft,,63,
19140304,04.03.1914,1914,Stuttgart,Aufgaben und Ziel der Geisteswissenschaft und das geistige Suchen in der Gegenwart,,"69e,85",
19140305a,05.03.1914,1914,Stuttgart,Das Wirken des Christusimpulses in der Entwicklung der Menschheit. Die drei geistigen Vorstufen des Mysteriums von Golgatha,,152,
19140305b,05.03.1914,1914,Stuttgart,,Esoterische Stunde,266/3,
19140306,06.03.1914,1914,Stuttgart,,,69d,
19140307a,07.03.1914,1914,Stuttgart,Die Zeiten der Jahrtausendwenden. Die Jahrtausendenwenden. Die Entwicklung der Baukunst. Normannische Holzbauten. Der Dornacher Bau,,286,
19140307b,07.03.1914,1914,Pforzheim,Drei Vorstufen des Mysteriums von Golgatha. Der Christus-Impuls im Zeitenwesen und sein Walten im Menschen,,"152,268",
19140308,08.03.1914,1914,Pforzheim,Christus im 20. Jahrhundert,,69c,
19140313,13.03.1914,1914,Basel,Geisteswissenschaft in ihrem Verhältnis zu religiösen und sozialen Strömungen der Gegenwart,,69e,
19140319,19.03.1914,1914,Berlin,Zwischen Tod und Wiedergeburt des Menschen,,63,
19140326,26.03.1914,1914,Berlin,Homunculus. Homunkulus,,63,
19140327,27.03.1914,1914,Berlin,,Esoterische Stunde,266/3,
19140329,29.03.1914,1914,München,Der Ursprung des Bösen und des Übels im Lichte der Geisteswissenschaft,,69d,
19140330,30.03.1914,1914,München,Der Dornacher Bau. Die drei Vorstufen des Ereignisses von Golgatha. Der Christus-Geist und seine Beziehungen zur Bewusstseinsentwickelung,,"152,286",
19140331a,31.03.1914,1914,München,Vom Tode,,69d,
19140331b,31.03.1914,1914,München,,Esoterische Stunde,266/3,
19140406,06.04.1914,1914,Wien,Aufgabe und Ziel der Geisteswissenschaft und das geistige Suchen in der Gegenwart,,153,
19140408,08.04.1914,1914,Wien,"Was hat die Geisteswissenschaft über Leben, Tod und Unsterblichkeit der Menschenseele zu sagen?",,153,
19140409,09.04.1914,1914,Wien,Vortrag 1,,153,32
19140410a,10.04.1914,1914,Wien,Gedächtnisworte für Christian Morgenstern (gest. 31. März 1914),,261,
19140410b,10.04.1914,1914,Wien,Vortrag 2,,153,32
19140411a,11.04.1914,1914,Wien,Vortrag 3,,153,32
19140411b,11.04.1914,1914,Wien,Robert Hamerling als Philosoph und Reformator,Vortrag für den Bund «Homo contra Homunculus»,85,
19140412,12.04.1914,1914,Wien,Vortrag 4,,153,32
19140413,13.04.1914,1914,Wien,Vortrag 5,,153,32
19140414a,14.04.1914,1914,Wien,Über den Johannesbau in Dornach,Ansprache vor dem Vortrag,153,
19140414b,14.04.1914,1914,Wien,Vortrag 6,,153,32
19140414c,14.04.1914,1914,Wien,,Esoterische Stunde,266/3,
19140416,16.04.1914,1914,Prag,Wie findet die Menschenseele ihre wahre Wesenheit?,,"69d,85",
19140417,17.04.1914,1914,Prag,Von der Notwendigkeit der Geisteswissenschaft. Glauben und Wissen. Johannifest und Osterfest,,154,
19140418,18.04.1914,1914,Berlin,Wie erwirbt man sich Verständnis für die geistige Welt?,,154,
19140423,23.04.1914,1914,Berlin,Geisteswissenschaft als Lebensgut,,63,
19140424,24.04.1914,1914,Berlin,Marcello Haugen,,,
19140425,25.04.1914,1914,Berlin,,Esoterische Stunde,266/3,
19140426,26.04.1914,1914,Berlin,"Robert Hamerling, ein Dichter und eine Denker und ein Mensch","Matinee im Kunst- und Musikzimmer, Motzstr. 17",154,
19140427,27.04.1914,1914,Berlin,Marcello Hagen,,,
19140428a,28.04.1914,1914,Berlin,Wie erwirbt man sich Verständnis für die geistige Welt?,,154,
19140428b,28.04.1914,1914,Berlin,Über Traum,,,
19140505,05.05.1914,1914,Basel,Das Schlafleben. Bazillenfurcht. Das Leben nach dem Tode. Christian Morgenstern. Die Erweckung spiritueller Gedanken als Zeitforderung,,154,
19140508,08.05.1914,1914,Kassel,Wie findet die Seele ihre wahre Wesenheit?,,69d,
19140509a,09.05.1914,1914,Kassel,,Esoterische Stunde,266/3,
19140509b,09.05.1914,1914,Kassel,Gedächtnisfeier für Christian Morgenstern,,261,
19140510b,10.05.1914,1914,Kassel,Das Hereinragen der geistigen Welt in die physische. Gedenkworte für Maria Strauch-Spettini,,261,
19140510c,10.05.1914,1914,Kassel,,,265,
19140512,12.05.1914,1914,Berlin,Wie erwirbt man sich Verständnis für die geistige Welt?,,154,
19140525,25.05.1914,1914,Paris,Hellsehen und übersinnliche Welten. Das Hereinwirken der geistigen Welt in unser Dasein,,154,
19140526,26.05.1914,1914,Paris,"Hellsehen, Vernunft und Wissenschaft. Die Geisteswissenschaft als Zusammenfassung von Wissenschaft, Intelligenz und hellsichtiger Forschung",,154,
19140527,27.05.1914,1914,Paris,Der Fortschritt in der Erkenntnis des Christus. Das Fünfte Evangelium,,152,
19140601a,01.06.1914,1914,Basel,,,265,
19140601b,01.06.1914,1914,Basel,Die vier Christus-Opfer. Die drei Vorstufen des Mysteriums von Golgatha,,152,
19140603,03.06.1914,1914,Basel,,Esoterische Stunde,266/3,
19140605,05.06.1914,1914,Dornach,Sitzung mit dem Architekten Schmid-Curtius,,,
19140607,07.06.1914,1914,Dornach,Über das Akanthusblatt,,"286,277a",
19140617,17.06.1914,1914,Dornach,Die Grundformen des Dornacher Baues,Zur Einweihung des Glasateliers,286,
19140628,28.06.1914,1914,Dornach,Der baukünstlerische Gedanke des Dornacher Baues. Kreis und Ellipse. Die Säulen,,"286,277a",
19140705,05.07.1914,1914,Dornach,Der Mensch als Ausdruck kosmischer Zusammenhänge. Das Erleben der Farben. Spiritualisierung der Kunst als Zukunftsaufgabe,,286,
19140712,12.07.1914,1914,Norrköping,Vortrag 1,,155,34
19140713,13.07.1914,1914,Norrköping,Theosophie und Christentum. Anthroposophie und Christentum,,155,
19140714a,14.07.1914,1914,Norrköping,Vortrag 2,,155,34
19140714b,14.07.1914,1914,Norrköping,,Esoterische Stunde,266/3,
19140715,15.07.1914,1914,Norrköping,Vortrag 3,,155,34
19140716a,16.07.1914,1914,Norrköping,Über der Dornacher Bau,Notizen zur Ansprache,288,
19140716b,16.07.1914,1914,Norrköping,Vortrag 4,,155,34
19140726,26.07.1914,1914,Dornach,Geisteswissenschaft und Kunst. Das Verhältnis des Menschen zur Farbe. Die Zukunftsaufgabe der Kunst,,"286,291",
19140813a,13.08.1914,1914,Dornach,"Über den Kriegsausbruch. Zuversicht des Geistes. Unterstützung des Heilungsprozesses bei Verletzungen. - Anschließend: Samariterkurs, 1. Stunde",,268,
19140813b,13.08.1914,1914,Dornach,Ansprache nach dem Ausbruch des ersten Weltkriegs,Vor dem Vortrag vom 13.08.1914,252,
19140814,14.08.1914,1914,Dornach,"Über das Schmerzerleben. - Anschließend: Samariterkurs, 2. Stunde",,268,
19140815,15.08.1914,1914,Dornach,"Über «Die Pforte der Einweihung». - Anschließend: Samariterkurs, 3. Stunde",,,
19140816,16.08.1914,1914,Dornach,"Über «Die Pforte der Einweihung». - Anschließend: Samariterkurs, 4. Stunde",,268,
19140901a,01.09.1914,1914,Berlin,Um Menschenschicksale und Völkerschicksale,,"157,268",39
19140901b,01.09.1914,1914,Berlin,Ansprache für die im Felde stehenden,,261,
19140913,13.09.1914,1914,München,Die okkulten Hintergründe der Kriegsereignisse. Der punische Krieg. Die Lehre vom Geist als Helfer in der Zeit der Prüfung,,174a,
19140919a,19.09.1914,1914,Dornach,Erinnerungsworte zum Jahrestag der Grundsteinlegung des Dornacher Baues. Die Nationalitätsidee im Völkerleben,,,
19140919b,19.09.1914,1914,Dornach,Vortrag am Vorabend des ersten Jahrestages der Grundsteinlegung des Johannesbaus,,,
19140920a,20.09.1914,1914,Dornach,Vortrag zum ersten Jahrestag der Grundsteinlegung des Johannesbaus,,,
19140920b,20.09.1914,1914,Dornach,Christian Morgenstern. Gedenken der Grundsteinlegung des Dornacher Baues. Die Geisteswissenschaft und das moderne Geistesleben,,252,
19140930,30.09.1914,1914,Stuttgart,Betrachtung der gegenwärtigen Zeitereignisse und ihrer Ursachen. Die europäischen Volksseelen. Der Krieg als Lehrmeister,,174b,
19141003,03.10.1914,1914,Dornach,Vortrag 1,,156,
19141004,04.10.1914,1914,Dornach,Vortrag 2,,156,
19141005,05.10.1914,1914,Dornach,Vortrag 3,,156,
19141006,06.10.1914,1914,Dornach,Vortrag 4,,156,
19141007a,07.10.1914,1914,Dornach,Einführende Worte über das Wesen der Eurythmie,Einleitung zur Rezitation von Gedichten von Christian Morgenstern,277a,
19141007b,07.10.1914,1914,Dornach,Das Zeitalter Herman Grimms als Zeitalter der Erwartung. Die Geisteswissenschaft als Erfüllung dieser Erwartung,,156,
19141010a,10.10.1914,1914,Dornach,Trauerrede am Grabe von Theo Faiss,,261,
19141010b,10.10.1914,1914,Dornach,Gedenkworte für Theo Faiss,,261,
19141010c,10.10.1914,1914,Dornach,Das Wesen der Geschichte. Beispiele aus dem Griechentum,,287,
19141012,12.10.1914,1914,Dornach,Anweisungen für die Schnitzarbeiten an den Kapitälen und Architraven des Baues,Schnitzarbeiten an den Kapitälen und Architraven des Baues,287,
19141018,18.10.1914,1914,Dornach,Die Formen der Säulen des Baues und ihr Zusammenhang mit den Grundimpulsen der Kulturepochen der nachatlantischen Zeit,,287,
19141019,19.10.1914,1914,Dornach,Der Zusammenhang der Formen der fünften und sechsten Säule im Bau mit den Impulsen der mittel- und osteuropäischen Kultur,,287,
19141024,24.10.1914,1914,Dornach,"Architektonische Motive als Erlebensformen. Kapitäl- und Architravmotive. Das Kuppelmotiv. Die Willens-, Gefühls- und Denksphäre des Baues",,287,
19141025,25.10.1914,1914,Dornach,Die Malerei der grossen Kuppel des Baues. Das Leben der modernen Seele in der Geschichte. Die neue Sprache der Zukunft,,287,
19141029,29.10.1914,1914,Berlin,"Goethes Geistesart in unsern schicksalsschweren Tagen und die deutsche Kultur, geisteswissenschaftlich betrachtet",,64,
19141031,31.10.1914,1914,Berlin,Nationalitäten und Nationales im Lichte der Geisteswissenschaft,,157,39
19141102,02.11.1914,1914,Hamburg,Die gegenwärtigen Ereignisse. Das Wirken Michaels. Die Missionen der europäischen Völker. Der Krieg als Zeit der Prüfung,,,
19141103,03.11.1914,1914,Hamburg,Das «Barbaren»-Volk Schillers und Fichtes,,70a,
19141105,05.11.1914,1914,Berlin,"Das Volk Schillers und Fichtes, geisteswissenschaftlich betrachtet. Das «Barbaren»-Volk Schillers und Fichtes",,64,
19141109,09.11.1914,1914,Dornach,Dreiheit und Einheit der Seele. Das Epos Kalewala. Michael als Vorbereiter der Erscheinung des Christus im Ätherischen. Der Zusammenhang des Menschen mit der elementarischen Welt. Finnland und Kalewala,,158,
19141114,14.11.1914,1914,Dornach,Das Wirken der Elementarwesen auf den Menschen. Die Bildung der Meeres- und Landkonfiguration Europas. Der Zusammenhang des Menschen mit der elementarischen Welt. Finnland und Kalewala,,158,
19141115,15.11.1914,1914,Dornach,Die Idee der wiederholten Erdenleben in der neueren Geistesgeschichte. Emerson. Mensch und Erdgeister. Die europäischen Völker und ihr Verhältnis zueinander,,158,
19141120,20.11.1914,1914,Dornach,"Das Sphinx- und das Mephistophelesrätsel, zwei Grunderlebnisse des Menschen des vierten und fünften nachatlantischen Zeitraums",,158,
19141121,21.11.1914,1914,Dornach,Der physische Raumesmensch als Ergebnis des Zusammenwirkens der luziferischen und ahrimanischen Mächte. Kämpfe Luzifers und Ahrimans im menschlichen Organismus,,158,
19141122,22.11.1914,1914,Dornach,Das Wirken der luziferischen und ahrimanischen Mächte im menschlichen Äther- und Astralleib. Die Welt als Ergebnis von Gleichgewichtswirkungen,,158,
19141126,26.11.1914,1914,Berlin,"Die Menschenseele in Leben und Tod, geisetswissenschaftlich betrachtet",,64,
19141127,27.11.1914,1914,Berlin,Die Seelen der Völker. Geisteswissenschaftlich betrachtet,,64,
19141128,28.11.1914,1914,Berlin,Zeitbetrachtungen I. Vom Wesen der europäischen Volksseelen,,157,39
19141201,01.12.1914,1914,München,"Das «Barbaren»-Volk, Schillers und Fichtes",,70a,
19141202,02.12.1914,1914,München,"Menschenseele, Schicksal und Tod",,70a,
19141203,03.12.1914,1914,München,"Das Verhältnis der Menschen zu den Volksseelen. Michael, der Vorbereiten des ätherischen Christus. Die Mission des deutschen Volkes",,174a,
19141206,06.12.1914,1914,Stuttgart,"Richard Wagners ""Ring des Nibelungen"" und ""Parsifal"". Erlösung dem Erlöser. Die Mission Richard Wagners im Zusammenhang mit der V. Kulturepoche",,,
19141212,12.12.1914,1914,Dornach,Das Verknüpftsein des menschlichen Astralleibes mit dem Tierkreis und den Planeten. Die Entstehung der Schrift und ihre Entheiligung in der Gegenwart. Mensch und Volksseele,,156,
